author,url,text,section,title,sub_title,date
Carta Capital,https://www.cartacapital.com.br/politica/corrupcao-e-morte-na-ditadura-militar-brasileira/,"O Clube Militar é ponto de encontro dos oficiais do Exército que entraram para a reserva, categoria que abraçou a candidatura de Jair Bolsonaro. O vice bolsonarista, general , dirigia a entidade até setembro. Nos últimos dias, o general que ocupa interinamente o posto deixado por Mourão, Eduardo José Barbosa, divulgou uma análise da situação do País em que aponta um “Estado politicamente partidarizado, aparelhado e tomado pela corrupção”.Para quem lê o documento, pode ficar a impressão de que na ditadura de 1964 a 1985 comandada pelo Exército, fonte de muita saudade entre os reservistas bolsonaristas, o Estado era um exemplo de virtude. Mas não foi bem isso.Em 21 de setembro, o governo reconheceu que um diplomata brasileiro foi sequestrado, torturado e morto pela ditadura em 1979, conforme noticiou a revista . O reconhecimento veio com a mudança na causa da morte do embaixador José Jobim, cuja certidão de óbito original dizia “causa indefinida”.Jobim sumiu uma semana depois de ter comparecido à posse do último presidente golpista, o general João Baptista Figueiredo (1979-1985). Em sua passagem por Brasília, comentou que preparava um livro de memórias na qual contaria o que sabia a respeito de fraudes na construção da hidrelétrica de Itaipu, uma obra do regime militar.A usina entrou em operação comercial em maio de 1984. Dois meses antes, a embaixada dos Estados Unidos em Brasília havia mandado um telegrama a Washington com o sugestivo título de “Corrupção e política no Brasil”. O documento está nos arquivos da Comissão da Verdade e foi revelado em junho passado por . obteve uma cópia. O que os diplomatas do Tio Sam relatam é vergonhoso para os militares da ditadura daqui e seus saudosistas. Eis alguns trechos (a íntegra está ao fim da matéria):“Em um nível geral, muitos brasileiros médios acreditam que o governo federal seja corrupto. Essa crítica também se estende ao grande número de militares aposentados ocupando posições de responsabilidade nas empresas paraestatais, das quais existem mais de 500. O potencial para corrupção é grande, e o brasileiro comum dirá que a oportunidade está sendo aproveitada. De fato, o sistema paraestatal é visto como um método para empregar altos oficiais militares aposentados e seus amigos.”“Embora não tenha havido um aumento da indignação pública, as percepções e acusações de má conduta mancharam o governo em todos os níveis, reduziram a fé pública em suas habilidades e é, sem dúvida, um fator para acelerar o retorno dos militares aos quartéis.”“Qual será o impacto da corrupção na política no Brasil? Em nível nacional, a visão generalizada de que o governo é corrupto está dando pelo menos algum ímpeto às eleições diretas. E embora o PMDB e outros partidos de oposição não sejam vistos como muito melhores que o governo, uma eleição direta pelo menos daria ao brasileiro comum a chance de expulsar esse conjunto de vagabundos.”“Em nível nacional, há vários escândalos que lançam nuvens sobre o governo Figueiredo.”Terá sido ele, o último general ditador, o responsável pela morte do diplomata José Jobim? Recorde-se: o embaixador sumiu dias depois da posse de Figueiredo.Em maio deste ano, veio a público um outro documento  que mostrava o general como autor de ordens diretas para matar adversários do regime. É um  mandado por William Colby, então chefe da CIA, o principal órgão da inteligência norte-americana no exterior, a Henry Kissinger, cabeça da política externa dos Estados Unidos por anos.Fazia menos de um mês da posse do antecessor de Figueiredo, o general Ernesto Geisel (1974-1979), e Washington queria saber se a caçada a opositores da ditadura continuaria. A resposta era sim, conforme adianta o “assunto” do memorando: “Decisão do presidente brasileiro, Ernesto Geisel, de continuar com as execuções sumárias de subversivos perigosos, sob certas condições”.No relato da CIA, Geisel tinha tratado do tema com três generais em 30 de março: Milton Tavares, chefe do Centro de Informações do Exército (CIE), Confúcio Danton de Paula Avelino, que assumiria o CIE no lugar de Tavares, e Figueiredo, então chefe do Serviço Nacional de Informações (SNI). Na segunda-feira, 1 de abril, veio a decisão. Diz a CIA:“O Presidente Geisel disse ao general Figueiredo que a política deveria continuar, mas que muito cuidado deveria ser tomado para assegurar que apenas subversivos perigosos fossem executados. O presidente e o general Figueiredo concordaram que, quando o CIE prender uma pessoa que possa se enquadrar nessa categoria, o chefe do CIE consultará o general Figueiredo, cuja aprovação deve ser dada antes que a pessoa seja executada.”Corrupção e morte, uma marca do regime militar brasileiro.",Política, Corrupção e morte na ditadura militar brasileira,,28/09/2018 03:30:00
Redação,https://www.cartacapital.com.br/politica/lava-jato-pede-afastamento-de-gilmar-mendes-no-caso-paulo-preto/,                ,Política,Lava Jato pede afastamento de Gilmar Mendes no “caso Paulo Preto”,Integrantes da força-tarefa dizem que ex-senador Aloysio Nunes atuou junto ao ministro para conseguir habeas corpus,06/03/2019 21:31:03
André Barrocal,https://www.cartacapital.com.br/politica/eleicao-de-witzel-no-rio-uniu-flavio-bolsonaro-e-milicia-denunciada/,"Há mais razões para desconfiar de vínculos do primogênito do presidente  com a milícia que acaba de ser denunciada pelo Ministério Público (MP)? Há: a eleição do atual governador do Rio, Wilson Witzel, do PSC, em outubro passado.
Na reta final da campanha no primeiro turno, Flávio e Witzel aliaram-se. Participaram unidos de compromissos eleitorais. Em 22 de setembro, por exemplo, estiveram em Nova Iguaçu, na Baixada Fluminense. Era um ato de Flávio. “Agradeço também a presença aqui do candidato Wilson Witzel, que estamos acompanhando em algumas agendas”, disse o então concorrente ao Senado.
  Ali, Flávio portou-se como um bom Bolsonaro, família chegada a uma arma e uma farda, igual milicianos. “Bandido, com a gente, vai ser tratado como bandido. Ou é cadeia ou é cemitério.”
Witzel era um completo azarão. Naquele dia, tinha 3% nas pesquisas. Na véspera do dia D, 10%. No domingo, surpreendeu nas urnas. Foi o primeiro colocado, com 39%.  Um dia depois, um morador de Rio das Pedras chegou ao trabalho e contou uma história sinistra a colegas. No sábado à noite, véspera da eleição, milicianos tinham feito correr uma ordem entre os moradores. Era para votar no número 20. Nós, avisaram os milicianos, vamos conferir a votação. Se o número 20 não tiver ido bem, todo mundo vai pagar.
Ninguém na comunidade sabia quem era Witzel, nem que ele era o 20 na urna. Com medo de retaliação, muita gente votou nele.
Na 179 zona eleitoral do Rio, à qual pertence Rio das Pedras, o ex-juiz teve 34%. E teve 41% na 119 zona, a de Itanhangá, local do alegado QG da milícia, onde o MP achou 50 mil reais cash e 290 cheques de valores gordos.
 tentou ouvir o morador de Rio das Pedras que relatou a história a colegas de trabalho. Ele não quis. Ficou com medo: “Essa terra tem lugar que não podemos entrar”.
Witzel defende que a polícia atire “na cabecinha” de bandidos, para alegria de policiais-milicianos.    Ele é também aliado dos Bolsonaro na facilitação de negócios com armas, efeito esperado da liberação da posse e da licença tácita para matar bandido (“É cadeia ou cemitério”). Em dezembro, pouco antes da posse, foi a Israel, reuniu-se com dois fabricantes de drones e prometeu comprar 50 deles para o Rio.
No dia da posse de Jair Bolsonaro, havia em Brasília um equipamento de segurança chamado DataGo. Serve para rastrear, num raio de 6 km, todos os números de celulares, ligações entre eles e o teor das conversas. Quem comprou? O Exército. Quem fabrica? Israel.
Bem que uma ex-autoridade da área internacional do governo Temer diz: Eduardo Bolsonaro, o caçula do presidente, tem negócios com empresas israelenses. Será?
Witzel viajou a Brasília para a posse presidencial e levou de carona no avião do governo um fã de Flávio e Jair, o juiz federal Marcelo Bretas, o da Operação Lava Jato no Rio.
No dia da eleição de Flávio ao Senado, Bretas festejou no Twitter: “Parabenizo os novos Senadores, ora eleitos pera representar o Estado do Rio de Janeiro a partir de 2019, Flávio Bolsonaro e Arolde de Oliveira. Que Deus os abençoe!”.
Agora anda aborrecido com “críticas prematuras” ao governo, “claramente oportunistas”, conforme escreveu na rede social em 9 de janeiro. Não explicou do que se queixava. Dá para imaginar. Seus ídolos derretem.
",Política, Eleição de Witzel no Rio uniu Flávio Bolsonaro e milícia denunciada,"Quadrilha de Rio das Pedras ameaçou moradores que não votassem no atual governador, “adotado” por Flávio na campanha",25/01/2019 02:04:46
Thais Reis Oliveira,https://www.cartacapital.com.br/politica/corrupcao-nao-se-combate-violando-regras-diz-decisao-que-soltou-temer/,"Na sentença, Athié desmonta . Elogiou a Lava Jato, mas considerou que a operação não respeitou o devido processo legal. “Sem observância das garantias constitucionais, asseguradas a todos, inclusive aos que a renegam aos outros, com violação de regras não há legitimidade no combate a essa praga.”O caso trata das denúncias do delator José Antunes Sobrinho, dono da Engevix, que diz ter repassado 1 milhão de reais em propina ao Coronel Lima, militar amigo de Temer e Moreira Franco — e que também foi preso. A empreiteira fechou contratos com a usina de Angra III.O MPF carioca sustenta que Temer chefia uma organização criminosa que “assalta o país” há mais de quarenta anos, e que estaria obstruindo as investigações. Athié, entretanto, considerou que as evidências apresentadas até agora “são suposições de fatos antigos, apoiadas em afirmações do órgão acusatório”, e fez menção a uma das acusações mais graves dos procuradores, de que a empresa do Coronel Lima havia tentando fazer um depósito de vinte milhões em espécie (a transação foi recusada pelo banco): “por exagero, diga-se que evitar transação bancária por telefone também não é razão para prisão preventiva.”Ele também considerou frágeis as considerações do juiz Marcelo Bretas sobre a destruição de provas, e considerou que as prisões preventivas não podem servir como antecipação de pena. “Não está demonstrado que os pacientes atentam contra a ordem pública, que estariam ocultando provas, que estariam embaraçando, ou tentando embaraçar eventual, e até agora inexistente instrução criminal, eis que nem ação penal há, sendo absolutamente contrária às normas legais prisão antecipatória de possível pena”, anotou.E recomendou que o caso seja analisado com cuidado, pois é preciso apurar se há risco recente que justifique as prisões preventivas pois, “apesar do modus operandi mais grave dos ilícitos”, as acusações imputadas a Temer são antigas.Tanto o de Temer quanto os outros deveriam ser julgados por Athié na sexta-feira, mas, como não houve tempo hábil,  pelo TRF2 para esta quarta-feira 27, em uma sessão colegiada. Athié sustou a decisão do juiz prolator, por considerar ter tido tempo para analisá-las no final de semana. “No recesso do lar, pude examinar com o cuidado devido as alegações, a decisão combatida, os documentos que fazem parte dos processos.”  ",Política,"Corrupção não se combate violando regras, diz decisão que soltou Temer","Desembargador Antonio Ivan Athié, do TRF2, desmontou as principais alegações da Lava Jato do Rio para manter o ex-presidente preso",25/03/2019 19:13:41
Redação,https://www.cartacapital.com.br/politica/tabata-amaral-x-velez-rodriguez-embate-da-precisao-contra-o-silencio/,"Em noventa dias de governo, Vélez ficou entre decisões equivocadas e recuos. Muitos deles. A crise não demorou a chegar: são 13 baixas na pasta desde janeiro, fruto de um verdadeiro cabo de guerra entre militares que ocupam cargos no ministério e pessoas ligadas ao próprio ministro, indicadas pelo “guru” do governo, Olavo de Carvalho.
  Os últimos desligamentos, que mostram a fragilidade do MEC, foram do diretor de Avaliação da Educação Básica do Inep, Paulo César Teixeira, e do presidente do órgão, , que afirmou não ter tido uma reunião de trabalho com o ministro. “Foi um processo muito ruim, que mostrou a incompetência gerencial muito grande”, declarou à imprensa.  A falta de direcionamento na pasta apareceu no discurso de Tábata como “planejamento estratégico”. A deputada cobrou do ministro a apresentação de projetos para a educação, com metas, prazos de execução e resultados esperados. “Não é possível apresentar um power point com dois, três desejos para a educação. Cadê os projetos? Onde eu os encontro? Quem são os responsáveis?”, questionou.

A deputada falou sobre a “incapacidade do ministro de estar na pasta”, diante da complexidade do Ministério. “A sua incapacidade de apresentar propostas é um desrespeito à educação, ao ministério, ao parlamento e ao Brasil como um todo”, declarou.  “Quando a gente fica nessa brincadeira de fumaça, nessa discussão ideológica, quando não fala do que importa porque é difícil de implementar, a gente diz que é ok perder uma nação inteira que simplesmente não teve oportunidade”, mencionou, fazendo referência a perdas pessoais, como a do pai, por envolvimento com drogas, e de outros conhecidos, pela violência. “Se eles tivessem ao menos concluído o Ensino Fundamental, tivessem tido alguma chance na educação, não teriam morrido tão jovens”, afirmou.
Por fim, Tábata não cobrou respostas do ministro, por entender que elas não viriam. “Só me resta lamentar, esperar que o senhor mude de atitude, o que parece completamente improvável, ou “.
  Sexta deputada federal mais votada no Estado, Tábata Amaral cresceu na periferia de São Paulo. Após terminar a educação básica se candidatou para obter bolsa de estudos no exterior, diante de seu sonho de estudar fora. Foi aceita em seis das principais universidades americanas: Harvard, Yale, Columbia, Princeton, Pensilvânia e o Instituto de Tecnologia da Califórnia (Caltech). Optou por Harvard. Voltou ao país para se dedicar à política, sobretudo a educacional.
",Política,Tábata Amaral x Vélez Rodríguez: embate da precisão contra o silêncio,A deputada federal questionou a incapacidade do ministro da Educação e sugeriu sua saída do cargo,28/03/2019 18:04:53
RFI,https://www.cartacapital.com.br/mundo/franca-comeca-a-expulsar-brasileiros-transexuais-soropositivos/,"“Fiquei sem entender. Como que uma pessoa que mora aqui há quase dez anos pode receber uma carta para deixar o território em 30 dias? Isso desabou o meu mundo!”, conta Mônica, de 40 anos, transexual e trabalhadora do sexo.A pernambucana de 40 anos chegou à França em 2009, onde recebeu um visto temporário de permanência na qualidade de “estrangeiro doente”, podendo receber tratamento gratuito contra o HIV. A doença foi contraída quando Mônica era adolescente, deixou a casa da família no interior do Estado e começou a se prostituir em Recife.À , ela contou que veio para a França na esperança de poder mudar de vida e pode usufruir do tratamento de ponta contra a Aids que o país oferece, mesmo para pessoas em situação irregular. No entanto, em 2017, seu pedido de renovação de permanência na França foi rejeitado.Na ordem de expulsão enviada pelo Ministério do Interior, a justificativa é que nenhuma atividade remunerada foi registrada nos anos de permanência da brasileira na França e que o sistema de saúde brasileiro também oferece tratamento contra o HIV. Mas Mônica contesta: “no Brasil não é igual aqui”.Ela afirma que no Brasil o sistema de saúde não dá prioridade aos pacientes soropositivos. “Tive que esperar três meses para fazer uma ressonância magnética”, lembra Mônica, que também sofre com uma hérnia de disco. No hospital público de Ambroise-Paré, na periferia de Paris, a pernambucana recebe toda a assistência que necessita sem longas esperas, como manda o protocolo com as pessoas com HIV.Desesperada, sua primeira reação foi se isolar em casa. Sem saber como agir, entrou em depressão, ganhou peso e viu sua imunidade baixar. Com a ajuda da associação parisiense de apoio aos transgêneros, trabalhadores do sexo e migrantes Acceptess-T, Mônica está recorrendo da decisão na Justiça e diz que vai fazer tudo o que for possível para permanecer na França. A pernambucana também teme ter que voltar ao Brasil em um momento em que a violência contra a comunidade LGBT está em aumento.“Todas nós, o que queremos, é um trabalho. Essa vida de trabalhadora de sexo não é fácil. Mas, infelizmente, dependemos disso para sobreviver. Não falo apenas por mim, mas por muitas amigas que querem essa mudança na vida, que querem apenas um trabalho aqui”, diz.Casos como os de Mônica vêm se multiplicando na França desde 2017. Segundo informações da , uma pessoa transexual brasileira já foi expulsa e outra está em vias de expulsão.A associação de apoio aos transgêneros Acceptess-T acompanha atualmente cerca de 50 pessoas soropositivas que receberam a ordem de deixar a França, entre elas, cerca de 20 são originárias do Brasil, afirma Giovanna Rincon, diretora da .Em entrevista à , Rincon indica que decretos adotados em 2016 na lei francesa sobre os direitos dos estrangeiros modificaram o funcionamento de um dispositivo até então exemplar na França. Ele permitia que estrangeiros com doenças graves e impossibilitados de receber tratamento em seus países de origem pudessem ter sua permanência autorizada.Além disso, antigamente, as demandas de permanência para tratamentos de saúde eram analisadas por médicos de agências regionais ligadas ao Ministério da Saúde. Atualmente cabe a profissionais do Escritório Francês de Imigração e Integração, que faz parte do Ministério francês do Interior, avaliar os casos antes de o Departamento de Imigração dar o aval final.“Questionamos qual é o conhecimento desses médicos sobre os sistemas de saúde nos países dessas pessoas que receberam ordem de deixar a França”, protesta Rincon. Segundo ela, medicamentos antirretrovirais de última geração utilizados contra o HIV nos hospitais franceses ainda são inexistentes em vários outros países. “Não há nenhuma garantia de que essas pessoas terão continuidade em seus tratamentos fora da França”, reitera.A diretora da Acceptess-T conta que no ano passado acompanhou dois médicos do Hospital Bichat, de Paris, a uma missão em dois estabelecimentos de referência no tratamento de pessoas transexuais com Aids no Brasil, a Fundação Oswaldo Cruz, no Rio de Janeiro, e o Centro de Referência e Treinamento DST/Aids, em São Paulo.“Eles mesmos nos confirmaram que no Brasil não há uma política nacional para o tratamento dos soropositivos transexuais e muitas problemáticas relacionadas às questões de modificações corporais devido às hormonoterapias, além de doenças relacionadas a problemas no metabolismo dos pacientes que mudaram de sexo, não são consideradas. Por isso, há muitas complicações e mortes”, afirma.A , membro da coalizão internacional de luta contra a Aids, protesta contra a decisão do governo francês de expulsar as pessoas soropositivas em pleno tratamento. “Para nós, é uma degradação insuportável do direito das pessoas doentes”, afirma a responsável jurídica da Aides, Caroline Izambert.Segundo ela, o principal objetivo do Ministério francês do Interior com a medida é principalmente tentar limitar e controlar o fluxo migratório. “É uma nova forma de analisar os pedidos de estrangeiros para viverem na França. Recusando o máximo de pessoas, emite-se menos documentos de permanência. Assim, eles podem anunciar orgulhosamente depois que a França foi rígida na questão da imigração”, avalia.Izambert lembra que há na França a propagação da falsa ideia de que os pedidos de permanência são feitos por estrangeiros que vêm ao país para realizar o tratamento contra o HIV. “O conjunto das pesquisas mostra que a maioria dos estrangeiros com Aids na França ignoravam que viviam com o HIV. Uma outra pesquisa recente e incontestável mostra que a metade dos estrangeiros com Aids na França foram contaminados em solo francês”, ressalta.A responsável jurídica da Aides reclama que a decisão do governo francês complica o trabalho de luta contra a Aids no país. “Até há pouco tempo, podíamos dizer às pessoas qual era o estado da jurisprudência, quais eram as determinações em relação aos países de origem e a situação destas pessoas sobre as possibilidades de que o dossiê médico delas daria direito de obter um documento de permanência para tratamento. Hoje não podemos dar mais nenhum tipo de garantia a ninguém. Isso coloca em risco o objetivo dessa iniciativa que até então era de saúde pública”, afirma.Izambert também critica o desdém das autoridades francesas em relação à deterioração dos direitos LGBT no Brasil. “O país está mudando e é preciso ser cego e surdo para não perceber o risco de expulsar essas pessoas. O fato de que isso não seja levado em consideração na avaliação dos pedidos de permanência para o tratamento contra a Aids me parece absurdo”, reitera.A associação de apoio aos transgêneros Acceptess-T criou uma célula de acompanhamento especial para os destinatários da ordem de expulsão com atendimento jurídico e a disponibilização de advogados para contestar a decisão diante da Justiça francesa. Já a associação Autres Brésils notificou a prefeita de Paris, Anne Hidalgo, sobre os casos de cidadãos brasileiros ameaçados pela decisão. Afirmando desconhecer a medida, Hidalgo prometeu intervir junto ao Ministério do Interior e ao Ministério da Saúde da França.",Mundo,França começa a expulsar brasileiros transexuais soropositivos,"Cerca de 20 cidadãos brasileiros receberam ordem de deixar o país – que oferece tratamento de ponta, mesmo para imigrantes irregulares",20/03/2019 18:40:16
Thais Reis Oliveira,https://www.cartacapital.com.br/politica/osbstaculos-aprovacao-bolsonaro-reforma-previdencia/,"Recepcionando o presidente hoje na Câmara de um jeito cordial, sabemos como eles gostam de laranjas! 
— Marcelo Freixo (@MarceloFreixo)   A reforma é a prova de fogo do governo, que enfrenta pressão por aprovação rápida e indolor depois da : à época, a proposta embolorou conforme o escândalo da JBS avançava, e acabou não passando sequer do plenário da Câmara.
  Pouco se sabe do teor da proposta do governo Bolsonaro: o governo já antecipou, por exemplo,  de 62 anos para mulheres e 65 anos para homens, com uma janela de 12 anos para a transição. Outro ponto polêmico é a tentativa de pagar menos de um mínimo a idosos e deficientes pobres.
A ideia é que o regime atual, de repartição, . Trocando em miúdos: ao invés da solidariedade entre gerações, cada trabalhador passaria a poupar individualmente para a própria aposentadoria.
  O laranjal do PSL e as crises público-privadas entre Bolsonaro, filhos e aliados fragilizam o governo. Na , os deputados aprovaram (de lavada, por 367 votos a 57) a anulação do . Além disso, essa reforma vai contra os interesses eleitorais dos deputados.  São necessários 302 votos para aprovar uma PEC. Mesmo que o PSL tenha a maior bancada da Câmara – 54 deputados, mesmo número do PT – a aprovação não sai sem o apoio do centrão: DEM, PR, PPS, Podemos e correlatos. Além disso, mexer na aposentadoria fere interesses eleitorais. Não será fácil.
No PDT, o lema é conter danos e evitar o quanto pior, melhor. O partido admite a necessidade da reforma, mas rechaça o modelo Guedes de capitalização e é contra, por exemplo, o fim da contribuição patronal e a idade mínima. Em debate na manhã desta terça-feira 19, Carlos Lupi, Ciro Gomes e outros líderes prometeram fazer uma caravana nacional explicando pontos da reforma.
Mesmo os grandes artífices da reforma admitem que a discussão será longa. Paulo Guedes diz que a votação da Câmara deve demorar pelo menos cinco meses. Em comunicado enviado a investidores, o Itaú previu que a reforma só será aprovada pelo Senado em novembro.
",Política, Laranjal e 1ª derrota dificultam a aprovação da Reforma da Previdência,"Proposta é a prova de fogo do governo Bolsonaro, que enfrenta pressão depois da jornada malsucedida durante a gestão Temer",20/02/2019 03:30:21
Giovanna Galvani,https://www.cartacapital.com.br/politica/apos-ameaca-de-protestos-bolsonaro-cancela-visita-ao-mackenzie/,"Estudantes mackenzistas se mobilizaram em atos contra a visita do presidente 
Bolsonaro visitaria o centro de pesquisa de grafeno da faculdade, o MackGraphe, juntamente com o Ministro da Ciência, Tecnologia, Inovações e Comunicações, Marcos Pontes. O anúncio da agenda tinha sido feito nas redes sociais na semana passada.
 
Estava marcada uma visita do presidente Bolsonaro hoje ao Mackenzie, tradicional universidade paulistana. Estudantes, em sua maioria mulheres, se mobilizaram para repudiar a presença dele diante de seus posicionamentos autoritários. Bolsonaro fez aquilo que sempre faz: fugiu. 
— Sâmia Bomfim (@samiabomfim) 
  Desde então, os estudantes posicionaram-se contrários à visita, que retoma simbolicamente o passado da instituição: em 1968, alunos da Faculdade de Filosofia, Ciências e Letras da Universidade de São Paulo, alinhados à resistência contra o regime, entraram em confronto com alunos do Mackenzie, apoiadores da ditadura e da extrema-direita, na que ficou conhecida como Batalha da Maria Antônia. Na época, um estudante morreu por uma bala perdida.    Na segunda-feira 25, Bolsonaro determinou ao Ministério da Defesa que sejam feitas comemorações em unidades militares em 31 de março, numa tentativa de querer homenagear a data de início da ditadura novamente. Diferente do presidente, os alunos da instituição posicionaram-se pela democracia e contra discursos de ódio. No evento de organização dos atos, escrevem: “O avanço do extremismo político, do nacionalismo e da intolerância traz consequências diretas para o modelo de educação que estará vigente pelo próximo período. Após os 50 anos da Batalha da Maria Antônia, vamos mostrar que nós, mackenzistas, estamos ao lado certo da história.”
 
Mais de mil estudantes aguardam  para uma calorosa recepção na Universidade Mackenzie. 
— UJS (@UJSBRASIL) 
A recomendação infeliz do presidente gerou ruído e manifestações contrárias. A Defensoria Pública da União pediu que a Justiça Federal em Brasília , sob pena de multa. O . Em nota emitida pela Procuradoria Federal dos Direitos do Cidadão, o MPF diz: “É incompatível com o Estado Democrático de Direito festejar um golpe de Estado e um regime que adotou políticas de violações sistemáticas aos direitos humanos e cometeu crimes internacionais”.
",Política,"Após ameaça de protestos, Bolsonaro cancela visita ao Mackenzie","Alunos articulavam-se para atos na rua Maria Antônia, local emblemático para a luta estudantil no período da ditadura",27/03/2019 15:09:42
Carta Capital,https://www.cartacapital.com.br/politica/em-meio-a-onda-bolsonaro-chile-e-uruguai-punem-militares/,"Em um movimento contrário ao discurso pró-militar do candidato do PSL à presidência no Brasil, Jair Bolsonaro, o Chile e o Uruguai impuseram punições às insubordinações de seus militares nas últimas semanas.Recentemente, o presidente chileno, , destituiu o diretor da Escola Militar, coronel Germán Villarroel. O militar havia rendido homenagem ao brigadeiro Miguel Krassnoff, sequestrador da ditadura no Chile e condenado a mais de 600 anos de prisão. O coronel Miguel Krassnoff Bassa, diretor de línguas da Escola Militar e filho do torturador homenageado, também foi demitido.    Essas punições provavelmente teriam acontecido porque o presidente chileno enaltece as reformas econômicas liberais do ditador Augusto Pinochet, mas sempre criticou a ditadura pelas violações aos direitos humanos. Paralelamente, Piñera estava sob fortes críticas no Chile por elogiar o candidato Jair Bolsonaro. O presidente chileno esclareceu que só havia elogiado as reformas econômicas que o candidato propõe por meio do economista Paulo Guedes que, aliás, foi professor na Universidade do Chile durante a ditadura de .   Na coligação governista de Piñera, o partido mais à direita é a União Democrata Independente (UDI). A legenda defende a linha ideológica de Augusto Pinochet. Dois dos seus senadores, inclusive a presidente da UDI, se encontraram com Jair Bolsonaro no Rio de Janeiro enquanto o coronel era destituído pelo presidente chileno.  Piñera lidera um processo de modernização da direita chilena, afastando-se do legado de Pinochet. Mas, segundo Patricio Navia, a popularidade de Bolsonaro no Brasil alimenta a nostalgia desses admiradores do passado ditatorial, criando um problema para o presidente chileno. Além disso, assusta os eleitores chilenos com o autoritarismo e a dificuldade de renovação da direta.    Em setembro, o presidente uruguaio, Tabaré Vázquez, puniu dois militares do mais alto comando do Exército. O general , comandante do Exército, recebeu 30 dias de detenção por se opôr publicamente ao projeto de reforma da Previdência militar que está em debate no Congresso. Assim como no Brasil, os militares estão proibidos de se manifestar sobre decisões de poderes do Estado.   Duas semanas depois da punição a Manini Ríos, o presidente Tabaré Vázquez puniu também o comandante do Exército que substituía Manini Ríos. O chefe do Estado Maior, Marcelo Montaner, teve pena de detenção por três dias por executar a marcha militar Tres Árboles numa cerimônia. A marcha está ligada ao Partido Nacional, oposição de direita à coalizão de esquerda que governa o Uruguai.   Por outro lado e em sintonia com o crescimento de Bolsonaro nas pesquisas, o presidente do Centro Militar, Carlos Silva Valiente, disse que, no Uruguai, não houve ditadura.      Por enquanto, esses são casos isolados, mas a eventual volta de militares ao poder no mais importante país da América Latina pode injetar ânimo em outros movimentos pela vizinhança.    O ex-presidente uruguaio, , integrante da coalizão governista, declarou que umavitória de Bolsonaro seria perigosa para a região. A sua esposa, a vice-presidente Lucía Topolansky, adverte que “no Brasil, há quase uma volta à ditadura”. Essas opiniões foram criticadas pela oposição porque o governo uruguaio mantém silêncio sobre a Venezuela, ao contrário dos demais países governados pela direita na região.   Patricio Navia analisa que uma volta dos militares ao governo no Brasil com a justificativa do combate à insegurança é preocupante. Segundo ele, se Bolsonaro se eleger e puser o Exército nas ruas para controlar a violência, pode-se abrir uma janela para os militares se envolverem com política e a tendência se disseminar pela região. ",Política," Em meio à onda Bolsonaro, Chile e Uruguai punem militares",,24/10/2018 17:47:14
Thais Reis Oliveira,https://www.cartacapital.com.br/politica/previdencia-dos-militares-economiza-pouco-e-favorece-altos-oficiais/,"Em troca do apoio da caserna, o governo ofereceu uma reestruturação das carreiras que vai custar aos cofres públicos 86,85 bilhões de reais. O “toma lá, dá cá” derreteu as promessas de Paulo Guedes. Há dois meses, o governo afirmou que a reforma militar pouparia 92 bilhões. Mas, subtraído o gasto com os penduricalhos, a economia líquida vai ficar muito abaixo disso — 10,4 bilhões em dez anos.
  Esse valor representa apenas 1% da economia de 1 trilhão prometida por Paulo Guedes.  A restruturação favorece principalmente os altos oficiais. O auxílio dado aos militares que entram na reserva, conhecido como “bolsa-pijama”, dobrou: de quatro soldos para oito. Também entra na conta o chamado adicional de habilitação, um acréscimo de salários por cursos.
  Caso conclua os Altos Estudos (equivalente a um doutorado militar), o salário do oficial aumenta 71%. Antes, esse aumento era de 30%. No caso de formações mais modestas, como especialização, o acréscimo é de 26%.
Segundo o assessor especial do ministro da Defesa, general Eduardo Castanheira Garrido Alves, essas mudanças favorecem a “meritocracia”. “O objetivo não é haver um aumento linear para todos. Estamos reestruturando a carreira. Estamos mexendo para reconhecer a meritocracia”, disse.  Os oficiais e praças passarão a receber, a partir de 2020, um adicional de disponibilidade. O valor será maior para quem tiver em níveis mais altos da carreira, variando entre 5% e 32%.
A proposta do governo prevê uma redução de 10% do efetivo das Forças Armadas nos próximos 10 anos. A degola prevista é de 36 mil postos.
",Política,Previdência dos militares economiza pouco e favorece altos oficiais,"O governo afirmou que a reforma militar pouparia 92 bilhões de reais, mas a economia será de 10,4 bilhões em dez anos",20/03/2019 23:20:06
